C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_38_944.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_38_944.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_38_944.jpg, 0, 0, 0, 7.796197E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_044.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_044.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_044.jpg, 0, 0, 0, 7.812299E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_151.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_151.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_151.jpg, 0, 0, 0, 7.784711E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_253.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_253.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_253.jpg, 0, 0, 0, 7.811427E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_355.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_355.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_355.jpg, 0, 0, 0, 7.919182E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_461.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_461.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_461.jpg, 0, 0, 0, 7.774628E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_564.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_564.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_564.jpg, 0, 0, 0, 7.949022E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_668.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_668.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_668.jpg, 0, 0, 0, 7.875809E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_770.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_770.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_770.jpg, 0, 0, 0, 7.955628E-05
C:\Users\Jared Camacho\Desktop\Data\IMG\center_2020_07_06_11_23_39_875.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\left_2020_07_06_11_23_39_875.jpg, C:\Users\Jared Camacho\Desktop\Data\IMG\right_2020_07_06_11_23_39_875.jpg, 0, 0, 0, 7.836351E-05
